,nombre_experimento,dimen,num_bits,Interval_min,Interval_max,tamano_poblacion,prob_mutacion,seleccion_func,gray,s,num_de_generaciones,num_de_ejecuciones,tiempo,optimo,AES,SR,MBF
Exper1,Exper1,2,8,-500,500,50,0.05,Schwefel,True, 1.5,50,"3
",0.5467240810394287,0.09086091009351094,1966.6666666666667,100.0,0.09086091009351094
